variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Bio	supp_QC	supp_Blanc	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval	supp_redund_samp_mean	supp_redund_is	supp_redund_repres	supp_redund_relative
M702.8848T331_2	c18hyper	M702.8848T331_2	702.884764263273	330.598570148841	[1857][M+1]2+		85	678	@M702T331|+13Cdb														702.881497668163	702.887444306017	329.734492861435	331.412742643017	59	38	21	0	6.77501026320963e-05	0.158366092019821	0.301868115204809	0.974832198168644	7.62381082863446e-08	14770.4970193339	0	M703T331_2	M
M702.6242T193_1	c18hyper	M702.6242T193_1	702.624226976973	193.162881475803		[M+K]+ 663.654	62	679	@M703T193_2|-13Cdb														702.620729250951	702.625697732303	189.712686734101	206.149017664521	52	40	12	0	0.000121851624397803	0.112105437660049	0.249512728962871	0.957624345724742	1.00209805352563e-06	8218.15380967142	0	M703T193_2	
M703.1265T193_2	c18hyper	M703.1265T193_2	703.126466494961	193.435034836077			2266	679	@M703T193_1|+13Cdb														703.122381390146	703.127602122856	190.736906837362	208.1990443392	55	41	14	0	0.000106108928331395	0.107082126457182	0.258559404657366	0.972804420807389	1.11932118756763e-07	9433.78194282862	0	M703T193_2	M
M702.6341T331_1	c18hyper	M702.6341T331_1	702.634071884525	330.607483955542	[1859][M]2+	[3M+H+K]2+ 455.092	85	680	@M703T331_3|-13Cdb														702.630579108963	702.636414239528	329.491588755921	332.012611022976	59	40	19	0	0.00517015795753647	0.155393582142379	0.290902799847925	0.962818750958359	5.25733413161777e-07	18877.3960381788	0	M703T331_1	M
M705.0586T371_3	c18hyper	M705.0586T371_3	705.058628237803	371.400637438777	[1865][M]2+		75	681	@M706T371_1|-13Cdb														705.054770790047	705.061254504862	370.956367054153	371.945670865866	64	42	21	1	0.0112472417185814	0.047277871138686	0.313436727657221	0.945185382225443	3.55334240259027e-06	2055239.7327528	0	M705T371_3	M
M707.2246T48	c18hyper	M707.2246T48	707.224605264448	48.2639722262312	[1871][M]+		4	682	@M708T48|-13C|@M869T48|-(C6H10O5)														707.220844922982	707.227024043337	47.594334580882	48.6896680545719	63	42	21	0	4.48918244517927e-06	0.166092239440684	0.487737603585035	0.974784553086725	7.69563058748006e-08	222068.375514737	0	M707T48	M
M708.8039T369_4	c18hyper	M708.8039T369_4	708.803869276394	369.212451575404	[1878][M]2+		75	683	@M709T370|-13Cdb														708.799581211401	708.807076651109	368.392328841542	370.012300457071	63	42	21	0	0.00317569612634269	0.121577406736155	0.420214752570495	0.96122616753699	6.466506405212e-07	515685.067509095	0	M709T369_4	M
M708.875T369_5	c18hyper	M708.875T369_5	708.875045139204	369.138236859458	[1879][M]2+		75	684	@M709T369_11|-13Cdb														708.870958765134	708.877859715473	368.443915786437	369.915289387137	61	42	19	0	0.00268771751951575	0.145894256822371	0.500998119861167	0.93426410044605	8.65123029746991e-06	607884.177921887	0	M763T369_6	
M763.4029T369_6	c18hyper	M763.4029T369_6	763.402931130526	369.210691643053		[M+K]+ 724.444	75	684	@M709T369_11|+3(H2O)														763.398134529345	763.407369955691	368.392328841542	369.958842399212	64	42	21	1	0.00438903237620788	0.120428105798597	0.417667271190357	0.968247256646839	2.41009099691913e-07	688989.058637504	0	M763T369_6	M
M715.1191T184_2	c18hyper	M715.1191T184_2	715.119112381194	184.209699610454			59	685	@M716T184_1|-13Cdb|@M716T184_2|-13C|-15N														715.115934155717	715.121170030016	180.530610778794	192.604702566268	56	38	18	0	3.47895217554987e-05	0.161359000172192	0.262829541388493	0.98784348772648	2.04868845697516e-09	28900.5198564381	0	M715T184_2	M
M717.0869T195	c18hyper	M717.0869T195	717.086937396618	195.125155090982		[M+H]+ 716.08	62	686	@M718T195|-13C|@M719T195|-13C2|-(H2)														717.083158680274	717.088454427359	193.319338341373	199.995837568531	59	41	18	0	8.40188200303717e-05	0.170064786380391	0.289258036381659	0.977995949679877	3.91534077779254e-08	11896.6502011648	0	M718T195	
M718.0946T195	c18hyper	M718.0946T195	718.094595360015	195.086267817069	[1891][M]+	[M+2K-H]+ 641.179	62	686	@M717T195|+13C|@M719T195|-13C														718.090945796586	718.09771528747	192.804876756875	199.312053309173	62	42	20	0	3.68170413978713e-05	0.160095803983159	0.320189585844942	0.9652871587046	3.74462189093271e-07	27112.2636210025	0	M718T195	M
M723.1988T48	c18hyper	M723.1988T48	723.198753682669	48.23313389298	[1901][M]+		4	687	@M724T48|-13C														723.194822988936	723.200654268241	47.4625732929986	48.6807119422335	63	42	21	0	3.67246835169417e-06	0.158930173795417	0.457543582237964	0.990769767188897	5.19542408245037e-10	271356.400886393	0	M723T48	M
M739.1854T76	c18hyper	M739.1854T76	739.185399983064	75.8720012293543	[1911][M]+		1	688	@M740T76|-13C														739.18128971437	739.187540496547	75.3381625780769	76.8669722352094	61	42	19	0	1.37187649551406e-06	0.0921226174879568	0.321069429966062	0.943267583440381	4.20623302146335e-06	729533.16128223	0	M739T76	M
M742.2142T160	c18hyper	M742.2142T160	742.214220704393	160.137879190196	[1912][M]+	[3M+K]+ 234.42	9	689	@M743T160|-13C														742.211217527656	742.215479311602	159.33572669533	161.210478235755	57	42	15	0	1.63232971124406e-05	0.174595530822243	0.404906376074919	0.979933473912617	2.47759966801958e-08	61239.4326679027	0	M742T160	M
M744.3205T423_2	c18hyper	M744.3205T423_2	744.32049118106	423.04109504024	[1914][M]2+		36	690	@M745T423_6|-13Cdb|@M850T423_1|-2(NH3)-(CO)-(CO2)														744.316359387124	744.322796422683	420.729561184248	424.054252511055	54	34	19	1	0.0494642754706269	0.0722391598754134	0.112107161223892	0.913385407080805	3.31480344347036e-05	155472.034617152	0	M851T423_6	
M744.8203T423_6	c18hyper	M744.8203T423_6	744.820330968202	423.050591347613	[1914][M+1]2+		36	690	@M744T423_2|+13Cdb														744.816253530365	744.821798585882	421.348300113821	424.947672797941	42	27	15	0	0.00770404014504135	0.096721510941682	0.158056227493292	0.863194292163264	0.000298598901187762	67060.8563087892	0	M851T423_6	
M850.3627T423_1	c18hyper	M850.3627T423_1	850.362672717772	422.96959357472		[M+K+NaCOOH]+ 743.431	36	690	@M744T423_2|+2(NH3)+(CO)+(CO2)|@M851T423_6|-13Cdb														850.358063150594	850.365527351746	421.842505077575	437.697613552824	34	21	12	0	0.0839630315187186	0.159100288537053	0.25037707328755	0.785842276397365	0.00244496764851098	42575.9173096933	0	M851T423_6	
M850.863T423_6	c18hyper	M850.863T423_6	850.862977313198	422.862056680854		[M+H-C4H8]+ 905.905	36	690	@M850T423_1|+13Cdb														850.858125453314	850.867777679343	421.971084978654	424.054252511055	55	37	17	1	0.0685651327866588	0.271587531457281	0.409625050333546	0.849939252809751	0.000463189079652891	220663.743854567	0	M851T423_6	M
M744.4454T423_4	c18hyper	M744.4454T423_4	744.445388108884	423.040386399009		[M+H]+ 743.431	36	691	@M850T423_2|-(H2O)-2(CO2)														744.441118598636	744.447854739898	421.348300113821	423.887817419633	57	38	18	1	0.0330230801072771	0.111368461609727	0.172660696561274	0.926441445141536	1.49766534785528e-05	267260.285505039	0	M744T423_4	M
M850.9338T423_7	c18hyper	M850.9338T423_7	850.933841159068	422.808325667866		[M+K]+ 811.962 [M+Na]+ 827.943 [M+H-H20]+ 867.943 [M+H-C4H8]+ 905.975	36	691	@M850T423_2|+13Cdb														850.928167810118	850.937705703149	421.636809480737	424.261672952971	52	35	16	1	0.0670286151567588	0.0828739403467431	0.131630528410281	0.823930733064382	0.000983512267691533	166277.73067459	0	M744T423_4	
M850.7198T423_4	c18hyper	M850.7198T423_4	850.719821255455	422.695759378212		[M+K+CF3COOH]+ 677.777	36	692	@M745T423_4|+(C3H6O4)														850.714281555723	850.722853030462	421.807526992809	423.887817419633	52	36	15	1	0.0755511524022452	0.0734753730050139	0.114710024331553	0.84049811666814	0.000618007546465927	312291.658625841	0	M851T423_4	M
M746.3044T376_4	c18hyper	M746.3044T376_4	746.304446164799	375.679412012568	[1918][M]2+		106	693	@M747T376_4|-13Cdb														746.30037514579	746.307688240328	375.120780387306	376.507857199231	62	42	20	0	0.00130650721300193	0.158960715577504	0.515153444811552	0.937682655246531	6.66262866056764e-06	219535.266185999	0	M746T376_4	M
M752.3706T335	c18hyper	M752.3706T335	752.370558040248	335.40168694378	[1925][M]2+	[3M+H+K]2+ 488.269	85	694	@M753T335|-13Cdb														752.366605445324	752.372457250397	334.280272817315	336.506791626682	44	30	14	0	0.000131082390245279	0.235568022486796	0.373458161002551	0.982096684308159	1.40577136376853e-08	7647.56364252304	0	M752T335	M
M753.3206T222	c18hyper	M753.3206T222	753.320580712171	222.231803593364	[1928][M]+	[M+H]+ 752.31	3629	695	@M754T222|-13C														753.31649265121	753.322088298019	220.731909563058	223.152606944791	60	42	18	0	7.39431251983843e-05	0.101712832380044	0.222071037566597	0.992773079888522	1.53383484829059e-10	13537.0636866165	0	M753T222	M
M881.7185T349_4	c18hyper	M881.7185T349_4	881.71848655644	348.724649066606		[M+Na+HCOOH]+ 812.734	60	696	@M756T349_2|+(C3H10O5)|@M794T349_4|+(C3H4O3)														881.713624070402	881.722137563924	348.220752972564	349.496652207701	62	42	19	1	0.011099174835332	0.0516293762775741	0.183953713124469	0.81715712071496	0.00117352784410986	735458.878785649	0	M882T349_4	M
M757.4133T362	c18hyper	M757.4133T362	757.413348833822	362.118061896302	[1937][M]+	[M+K+HCOOH]+ 672.445 [M+Na+HCOOH]+ 688.421 [M+H+HCOOH]+ 710.401	82	697	@M758T362|-13C														757.409373408149	757.415977079958	344.187164512971	363.196137736412	58	37	19	0	2.95114115617565e-05	0.127259594989703	0.254771825292503	0.981934775545879	1.47009754394225e-08	33940.5681059396	0	M757T362	M
M758.5769T309_1	c18hyper	M758.5769T309_1	758.57688300004	309.130208337571	[1943][M]+		2788	698	@M760T309_1|-13C|-15N														758.573146363771	758.579366472416	308.369167385226	310.055666944383	63	42	21	0	0.00824744056385338	0.128202230699789	0.446176629100823	0.968272850668903	2.40049712478374e-07	161037.536727365	0	M759T309_1	M
M758.777T309_2	c18hyper	M758.777T309_2	758.777009583622	309.145365452476	[1944][M]+		2788	699	@M760T309_2|-13C|-15N														758.773244181567	758.779524333787	308.369167385226	309.831677478751	62	41	20	1	0.00208865562478308	0.123441310017952	0.391839928350469	0.973434343420609	9.96613111414785e-08	395720.199965009	0	M759T309_2	M
M758.9772T309_3	c18hyper	M758.9772T309_3	758.97722185681	309.081923646739	[1945][M]+	[M+H]+ 757.964	2788	700	@M760T309_3|-13C|-15N														758.97310323622	758.979437079495	308.369167385226	309.78333647511	63	42	21	0	0.00256805096856201	0.122167250777295	0.377953420660272	0.972478722742526	1.18732021507347e-07	454552.935297051	0	M759T309_3	M
M770.1144T161	c18hyper	M770.1144T161	770.114369171667	160.736885230204			9	701	@M771T162|-13C														770.110053530535	770.115939626351	158.626676008962	164.964133300992	49	37	12	0	0.000115838659267272	0.218156835735087	0.444103807633619	0.943634947212617	4.07434918992123e-06	8611.75236899332	0	M771T162	
M771.1217T162	c18hyper	M771.1217T162	771.121673463971	161.663547663523			9	701	@M770T161|+13C														771.118599991379	771.123316801895	158.889186484181	164.404336683727	52	40	12	0	5.75958898607672e-05	0.136679450761033	0.314511109299388	0.991885176160414	2.73377799826541e-10	17349.2156371454	0	M771T162	M
M770.4023T298	c18hyper	M770.4023T298	770.402326206894	298.31994359347		[M+K]+ 731.425	8	702	@M771T298_3|-13Cdb														770.398200146575	770.406242056394	297.177035418349	299.270643777101	62	41	21	0	8.98899936568915e-06	0.09195329457566	0.309115839115573	0.935746797264943	7.73818461866245e-06	111143.746225068	0	M771T298_3	
M770.9039T298_3	c18hyper	M770.9039T298_3	770.903902166883	298.37530778663			8	702	@M770T298|+13Cdb|@M771T298_6|-13Cdb														770.900096086937	770.907372646098	297.429000687351	299.015876273758	63	42	21	0	2.69430028632858e-06	0.11344012630491	0.363551771983402	0.94726684556546	2.93840663808262e-06	370720.950332032	0	M771T298_3	M
M770.5698T298_1	c18hyper	M770.5698T298_1	770.569818743761	298.369352614507	[1951][M]2+		8	703	@M771T298_4|-13Cdb														770.56618198087	770.572856376788	297.429000687351	299.270643777101	62	42	20	0	0.000114042861640922	0.0828722939166241	0.26743897977425	0.942457739501172	4.50891780878214e-06	309818.455909992	0	M771T298_1	M
M777.6375T308_1	c18hyper	M777.6375T308_1	777.637528215518	308.40034468584			102	704	@M778T308_3|-13Cdb|@M779T308_1|-13C														777.634014719475	777.640892146129	307.683954013904	309.10255921698	64	42	21	1	0.00928068728668902	0.17910245016252	0.435902595622311	0.945036890612933	3.60082326698975e-06	117536.102961885	0	M778T308_3	
M778.1389T308_3	c18hyper	M778.1389T308_3	778.138863550614	308.40410290015		[3M+3Na-H]2+ 496.094 [M+K]+ 739.176 [M+Na]+ 755.157	102	704	@M778T308_1|+13Cdb|@M779T308_1|-13Cdb														778.135277319751	778.142000980638	307.740039168353	309.10255921698	64	42	21	1	0.00665418085251476	0.169969050636654	0.402976746785063	0.959781235175654	7.74565032896431e-07	164242.697795059	0	M778T308_3	M
M777.8883T308_2	c18hyper	M777.8883T308_2	777.888312655352	308.428399683071			102	705	@M778T308_4|-13Cdb|@M779T308_2|-13C|-15N														777.884502845745	777.891266669543	307.683954013904	309.10255921698	64	42	21	1	0.00472628821948797	0.174821891370247	0.414518358444714	0.958185686865096	9.38352230487351e-07	200254.518431234	0	M778T308_2	M
M789.1656T67	c18hyper	M789.1656T67	789.165637448811	66.9734723961082	[1978][M]+	[M+H+CF3COOH]+ 654.155	7	706	@M790T67|-13C														789.161643922282	789.167232959925	66.2441390917106	67.7402098455723	56	41	15	0	6.48566459759843e-06	0.117992696054103	0.261285381442048	0.976108306193683	5.88996567537771e-08	155178.304727323	0	M789T67	M
M791.9124T299_1	c18hyper	M791.9124T299_1	791.912448686971	298.675553787827	[1980][M]2+		8	707	@M792T299_4|-13Cdb														791.908698729228	791.916744069726	297.587869354605	299.40542020601	63	42	21	0	0.000714490575281054	0.0778295989764344	0.198090389955267	0.923028748065009	1.86787915920176e-05	141149.481177828	0	M792T299_1	M
M792.0794T299_2	c18hyper	M792.0794T299_2	792.079421505974	298.685403026953	[1981][M]2+		8	708	@M793T299|-13Cdb														792.075547183067	792.08238113611	297.839300392466	299.441281268267	61	42	19	0	0.000218935059970117	0.0816084844262057	0.206884202307183	0.898913779180695	7.00004617382297e-05	192252.289256506	0	M792T299_2	M
M835.3658T349_9	c18hyper	M835.3658T349_9	835.365823344239	348.775301437704		[2M+K]+ 398.203	60	709	@M793T349_3|+(CH2N2)														835.361680405338	835.367314361665	348.126804755549	349.361299282273	59	41	17	1	0.0112079746203337	0.0645010470415252	0.209822480514017	0.913906184350968	3.21922944905382e-05	406986.705257896	0	M835T349_9	M
M835.4184T349_10	c18hyper	M835.4184T349_10	835.418442866337	348.719083288644		[M+H-H20]+ 852.406	60	710	@M793T349_4|+(CH2N2)														835.41395675972	835.422754574103	348.161979530067	349.496652207701	64	42	21	1	0.00931229068110153	0.0668631444698603	0.218766244563099	0.88056007347484	0.000156143856629261	327713.163619893	0	M835T349_10	M
M835.4707T349_11	c18hyper	M835.4707T349_11	835.470660598939	348.718033949002		[M+Na]+ 812.498	60	711	@M793T349_5|+(CH2N2)														835.466582555681	835.472615291522	348.159175429838	350.175644629992	59	40	18	1	0.00945253339063571	0.0911531209646211	0.302058020228483	0.830160940789956	0.000830566283944212	240845.620847237	0	M835T349_11	M
M793.4987T349_6	c18hyper	M793.4987T349_6	793.498716752252	348.677863107217		[2M+2Na-H]+ 374.267	60	712	@M836T349_1|-(CH2N2)														793.494102189737	793.502172712698	348.035244013725	349.301587735187	64	42	21	1	0.00985462396615553	0.0671450234615242	0.201343643663175	0.858320404052559	0.00035267914598249	199196.141952514	0	M793T349_6	M
M793.5986T349_2	c18hyper	M793.5986T349_2	793.598614937358	348.724649066606		[M+2K-H]+ 716.696 [M+K]+ 754.649	60	713	@M836T349_3|-(C2H4N.)														793.594089250811	793.60182708371	346.781456480264	349.7694486242	64	42	21	1	0.00330686619813062	0.0789566811523656	0.240682701509876	0.860466658415625	0.000328000068399513	203637.771392289	0	M794T349_2	M
M881.6636T349_3	c18hyper	M881.6636T349_3	881.663616343683	348.724649066606	[2061][M]2+	[3M+3K-H]2+ 549.148	60	714	@M794T349_3|+(C3H4O3)														881.658606273672	881.667615350527	348.220752972564	349.496652207701	64	42	21	1	0.0117799738893638	0.0550703009596694	0.192218499658766	0.886275233662632	0.000123418514066312	865438.141232791	0	M882T349_3	M
M881.7735T349_5	c18hyper	M881.7735T349_5	881.773501145375	348.774867498277		[M+K]+ 842.819	60	715	@M794T349_7|+4Na														881.768935343458	881.777246003298	348.161979530067	349.496652207701	61	42	18	1	0.0183466202972323	0.0440592272211241	0.160446716307283	0.833683619040288	0.000752634399425343	579142.958667739	0	M882T349_5	M
M794.3407T423_10	c18hyper	M794.3407T423_10	794.340682230056	422.905954972643		[M+K]+ 755.375	36	716	@M992T422_3|-(C6H14O7)														794.338060657158	794.346385370948	422.03874302121	424.265861191758	48	31	17	0	0.0398998695528909	0.255558157601493	0.391385885718888	0.913649738713095	3.26601771347793e-05	108412.893507227	0	M794T423_10	M
M812.2639T56	c18hyper	M812.2639T56	812.263866803218	56.1357367423424	[2003][M]+	[M+Na]+ 789.274	3	717	@M813T56|-13C|@M974T56|-(C6H10O5)														812.259873554935	812.266078080627	55.6762829183114	56.7918564381238	63	42	21	0	1.67865116019992e-06	0.112798854017623	0.295100940827704	0.951217640098163	2.00411707052848e-06	592422.882145167	0	M812T56	M
M975.3208T56	c18hyper	M975.3208T56	975.320829884358	56.082579760385	[2088][M+1]+		3	717	@M813T56|+(C6H10O5)|@M974T56|+13C														975.315880095979	975.322608919955	55.2518892173616	56.6535216105035	58	40	18	0	1.01653310311434e-05	0.139685926807774	0.280837377493485	0.945424855811443	3.47781584324298e-06	97875.771838767	0	M812T56	
M976.3208T56	c18hyper	M976.3208T56	976.320837109639	55.9944623917359	[2088][M+2]+		3	717	@M974T56|+18O|+13C2														976.31583654617	976.322869240053	55.3165691902012	57.1032935842814	29	16	13	0	4.09885457595448e-05	0.270143053907555	0.343663891553308	0.896461086370953	7.85800332013674e-05	24189.6685213176	0	M812T56	
M818.2932T164	c18hyper	M818.2932T164	818.293224679482	163.548404926592	[2010][M]+		9	718	@M819T164|-13C														818.289664610733	818.294712104171	162.706110482982	164.77707567509	54	41	13	0	4.09344320873331e-05	0.146621938406855	0.278531417581962	0.963162770838968	5.02149514615183e-07	24456.0780401254	0	M818T164	M
M830.1574T378_2	c18hyper	M830.1574T378_2	830.157430299373	377.584166465243	[2026][M]2+		106	719	@M831T378_2|-13Cdb														830.153337521906	830.161967179718	376.797242648924	378.211435477614	63	41	21	1	0.013813537651312	0.112240669961858	0.321981648977348	0.932933627547119	9.54115543763202e-06	91092.0118927102	0	M831T378_2	
M830.6581T378_2	c18hyper	M830.6581T378_2	830.658111153553	377.531991114946	[2026][M+1]2+		106	719	@M830T378_2|+13Cdb														830.653809796238	830.66282622534	376.98465209845	378.032092331622	63	42	21	0	0.0097173332682014	0.120232262309784	0.349517020399991	0.977046847101689	4.82808890299961e-08	100698.068565343	0	M831T378_2	M
M830.2575T378_3	c18hyper	M830.2575T378_3	830.257457474097	377.531991114946	[2028][M]2+		106	720	@M831T378_3|-13Cdb														830.253713056759	830.262593308727	377.031985702121	378.151365794685	63	41	21	1	0.0117774790841345	0.0618826761397151	0.160920458874923	0.964225197801125	4.34574510283571e-07	143654.548006025	0	M830T378_3	M
M847.2963T50	c18hyper	M847.2963T50	847.296303836158	50.000618844039	[2043][M]+		4	721	@M945T51|-(H3PO4)														847.292133085504	847.29747174114	49.4531096175371	50.5226642062956	60	42	18	0	4.20237019254715e-06	0.113488299645284	0.190878980295499	0.705625266123225	0.0103493458681255	235256.549037869	0	M847T50	M
M850.5065T423_1	c18hyper	M850.5065T423_1	850.506470191603	422.996730910103	[2044][M]2+		36	722	@M851T423_8|-13Cdb														850.503507103574	850.511628245809	421.971084978654	424.261672952971	50	30	19	1	0.0683031853089972	0.146807051030483	0.237217588209767	0.79529390328701	0.00198465577072402	172351.123870513	0	M851T423_1	M
M947.9692T309_1	c18hyper	M947.9692T309_1	947.969155973234	309.047279907002			2788	723	@M948T309_3|-13Cdb														947.963693023277	947.972094838764	308.189381767076	309.745806336147	61	41	20	0	3.21241611560376e-05	0.167016625852583	0.611067856927566	0.898445554882623	7.15786243620319e-05	31070.7731743486	0	M948T309_3	
M948.4698T309_3	c18hyper	M948.4698T309_3	948.469805914887	309.109844617768		[3M+2H]2+ 631.661	2788	723	@M948T309_1|+13Cdb|@M949T309_2|-13Cdb														948.464435117529	948.472202593747	308.369167385226	310.044915194256	61	42	19	0	0.000739794291860202	0.118711198925477	0.414725275850504	0.931510359939358	1.05716775093772e-05	78476.2469564862	0	M948T309_3	M
M948.2197T309_2	c18hyper	M948.2197T309_2	948.21968576022	309.154849882418		[3M+2H]2+ 631.494	2788	724	@M949T309_1|-13Cdb|@M949T309_3|-13C|-15N														948.214504452336	948.222784263924	308.424247976996	309.924701327154	62	42	20	0	0.00118273896703315	0.120846562914698	0.439385269700915	0.925505267016612	1.59286681354463e-05	70093.1486986405	0	M948T309_2	M
M976.2334T390_1	c18hyper	M976.2334T390_1	976.233368034248	390.135417197754			74	725	@M977T390_1|-13Cdb|@M977T390_3|-13C|-15N														976.228259267566	976.237727198702	389.512575984038	390.943729742096	56	36	20	0	0.0012579797528583	0.15470578509257	0.234267565327288	0.946511272477666	3.15098480055608e-06	45360.5238627443	0	M977T390_1	
M976.7345T390_1	c18hyper	M976.7345T390_1	976.73446373456	390.197487939692	[2089][M]2+		74	725	@M976T390_1|+13Cdb|@M977T390_3|-13Cdb														976.728307375481	976.737016557536	389.476846434341	390.943729742096	48	32	16	0	8.9333335273856e-06	0.0559726081006424	0.0810695714967673	0.895450815406454	8.23447988606378e-05	111398.582637408	0	M977T390_1	M
M976.4838T390_2	c18hyper	M976.4838T390_2	976.483804505965	390.219016437687		[M+K]+ 937.513 [M+Na]+ 953.487	74	726	@M977T390_2|-13Cdb|@M977T390_4|-13C|-15N														976.478731387123	976.487178154035	389.476846434341	390.943729742096	56	37	19	0	0.00161021924256763	0.0677034346111047	0.103198970162208	0.886146652591998	0.000124090006134986	100249.928787878	0	M976T390_2	M
M993.23T239	c18hyper	M993.23T239	993.230010556138	239.044511278323	[2097][M]+	[M+Na]+ 970.238	71	727	@M994T239|-13C														993.225323653422	993.231739708424	234.254644913344	247.928285397097	59	42	17	0	2.35442145904737e-05	0.219710654637318	0.499356537154587	0.991838432071531	2.81320784779425e-10	42780.6404114573	0	M993T239	M
M86.0606T48	c18hyper	M86.0606T48	86.06062877982	47.8526775678546			4	NA															86.0602459913427	86.0608864854242	47.0148540093643	48.3552289799602	63	42	21	0	0.00564696307510949	0.167466749598537	0.489441561779456	0.98248962182746	1.2589582250568e-08	100455.750934558	0		
M86.0606T82	c18hyper	M86.0606T82	86.0606419638789	81.752786798732			55	NA															86.0602285041324	86.0609624788888	66.2693941693443	82.4795163337727	63	42	19	2	0.207734224022365	0.0935351039446681	0.265076907160304	0.967299281751352	2.7875261600058e-07	73581.7964938891	0		
M86.0969T101	c18hyper	M86.0969T101	86.0969252169044	101.087722405863			48	NA															86.0879601636592	86.0971990198509	97.5608871314273	101.903704730769	65	42	20	3	0.0392052268010404	0.172698994376147	0.422227456551697	0.988372337374445	1.64163877973754e-09	613874.110068248	0		
M86.1751T75_3	c18hyper	M86.1751T75_3	86.1750745594317	74.9944343245435			1	NA															86.1747284331437	86.1754072331833	70.9735388509056	75.964595641809	52	33	19	0	1.31915573766957e-05	0.285236033901821	0.869600434433815	0.963278748569099	4.94391246052444e-07	75805.3115937174	0		
M86.9092T45	c18hyper	M86.9092T45	86.9092300983776	44.5363097370822			4	NA															86.9088434003477	86.9094968252611	43.8800675818624	44.8799593131933	63	42	21	0	1.66755002625032e-05	0.0980499310327063	0.899236927665186	0.95222931170895	1.80785047751409e-06	59943.739218824	0		
M87.0445T76	c18hyper	M87.0445T76	87.0444839532335	76.4279667090323			1	NA															87.0440740559826	87.0447979726891	67.7564165955767	77.6554853552689	66	42	21	0	0.0300568610443644	0.120256886825887	0.363670014281228	0.952262344472484	1.80170962202368e-06	467974.963180771	0		
M87.0447T48_1	c18hyper	M87.0447T48_1	87.0446661824463	47.6048180535611			4	NA															87.0442309162231	87.044953638057	46.2493206223584	49.6607592098771	60	37	21	2	0.149160427467623	0.125041623790139	0.240283154320885	0.978114579889155	3.81168891673065e-08	192826.900538101	0		
M89.1079T38_2	c18hyper	M89.1079T38_2	89.1078751153975	38.4901892621538			652	NA															89.1074294761121	89.1080906643641	36.887607773964	39.0726365981217	53	40	13	0	0.00261889230160335	0.161806582639201	0.571225565327442	0.9770590185082	4.81540002128904e-08	28716.8905180692	0		
M90.0556T48_2	c18hyper	M90.0556T48_2	90.0555889750582	47.777042437847			4	NA		C3H7NO2@C3H7NO2	89.04768@89.04768	β-Alanine@Sarcosine	Metabolism of other amino acids/Nucleotide metabolism/Carbohydrate metabolism/Metabolism of cofactors and vitamins/Amino acid metabolism	beta-Alanine metabolism/Pyrimidine metabolism/Propanoate metabolism/Pantothenate and CoA biosynthesis/Glycine, Serine and Threonine	beta-Alanine/Uracil/Propenoyl-CoA/beta-Alanine/Glycine	339_beta-Alanine_M+H_Mono_90.05496_45.4_TRUE/168_Sarcosine_M+H_Mono_90.05496_46.4_TRUE	InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)@InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	UCMIRNVEIXFBKS-UHFFFAOYSA-N@FSYKKLYZXJSNPZ-UHFFFAOYSA-N	CID239@CID1088	CHEBI:16958@CHEBI:15611	HMDB00056@HMDB00271	C00099@C00213	90.055162838472	90.0558597942774	45.9607258717705	48.043033342437	66	42	21	3	0.0188031124149773	0.060310374321914	0.344309159309074	0.907859089668415	4.47326406796512e-05	45147675.6212439	0		
M90.5265T40_1	c18hyper	M90.5265T40_1	90.5265256905468	39.5138914645809	[14][M]2+	[M+2H-C6H10O5]2+ 341.095	10	NA															90.5260843530373	90.5267570249917	38.9843819564122	65.9111251879917	67	42	21	3	0.268874455476506	0.17787974038096	0.272715876119563	0.815210950012685	0.00123302166497538	648508.619168188	0		
M94.5739T42_1	c18hyper	M94.5739T42_1	94.5738607871557	41.8117928700951	[21][M]2+	[M+2H-HCOOH]2+ 233.137	34	NA															94.5734205388287	94.5741518888805	41.3824084968218	42.6645574514867	63	42	21	0	3.16043201558613e-06	0.126842028484449	0.454111656319172	0.888135263552785	0.0001140190636339	315818.882450007	0		
M95.0134T54	c18hyper	M95.0134T54	95.0134425175959	53.8974722589402			4	NA															95.0129633531068	95.0137548644849	53.107561973632	54.7810806306809	61	40	21	0	3.83288073275009e-05	0.277201078347389	0.843369392057587	0.909118200090608	4.18495479190284e-05	26031.9309545859	0		
M98.0349T39	c18hyper	M98.0349T39	98.0349498517727	38.6691746549898		[M+H+K]2+ 156.104	10	NA															98.0344786779112	98.0352295092763	38.4745292041914	40.567790873133	64	42	21	1	0.00690767933995399	0.115954907203143	0.911789845420528	0.952993090140937	1.67003859074379e-06	110573.865147966	0		
