variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	OPLSDA_xload-p1_MX2	OPLSDA_xload-o1_MX2	OPLSDA_VIP-pred_MX2	OPLSDA_VIP-ortho_MX2	OPLSDA_coef_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Bio	supp_QC	supp_Blanc	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval	supp_redund_samp_mean	supp_redund_is	supp_redund_repres	supp_redund_relative
M229.156T92	hilic	M229.156T92	229.156030954055	91.7753247643169			7	NA															0.312178855523312	0.950246935284998	0	-1.90594021830412	0.2879746345872	0	0.0239954024063893	0.0103154226969987	0.00126215282154022	-0.0367780916435529	0.0632314630946848	1.53744761510383	-0.000111287895506234	E	E	E	-0.66660717094836	0.862589843003919	0	-0.480350289324987	0.894265535761858	0	0.0286775746785046	0.0208072379190112	0.0076728200863093	0.0216423683280114	0.37936134071856	0.918917883742711	0.000441644270376067	E	E	E	229.155767094455	229.156858917591	89.8085069241231	93.4119668941515	58	37	21	0	1.14315334072478e-05	0.182956042252039	0.222234928514197	0.997490028571227	7.81226209310204e-13	87880.9146889491	0		
M230.104T93	hilic	M230.104T93	230.104023742137	93.1303765667474			40	NA															-0.483293275536626	0.0534392043436122	0	-0.251142527705886	0.322823343482917	0	-0.0026650838723625	0.0219458678368063	0.0233230765330014	-0.00822699001990051	1.16844190963447	0.343915783020143	0.00099051879790766	E	E	E	-0.616888083306533	0.314585476190827	0	-0.512170571994979	0.306511839528583	0	0.00165477534550253	0.0105674156532132	0.0276854612640424	0.0122752285723178	1.36883096246179	0.5211965202317	0.00215519293762997	E	E	E	230.103438030534	230.112054107449	90.2086194062554	95.1386440841766	58	39	19	0	0.0027220138210963	0.0980977161411801	0.233342265304087	0.992821759471366	1.48298820302686e-10	40389.1315718648	0		
M230.1401T96	hilic	M230.1401T96	230.140121286685	96.124301181462			40	NA															0.501984998822142	0.287225334435898	0	-0.963488532579692	0.0287132056989224	1	0.0286011502571141	0.00826627755841219	-0.00986877161705073	-0.0296740286873595	0.494406745081724	1.24047395058088	-0.000661326154342485	E	E	E	0.525878357988761	0.401864349610416	0	-0.697886512883684	0.143460651512305	0	0.0285858360796184	-0.0234537154265752	-0.0118238681969	-0.0260184349453337	0.584598418990574	1.10472221967125	-0.00165435671565926	E	E	E	230.139734673645	230.140916540188	90.8201818643707	99.4781094805272	51	34	16	0	3.09846053392551e-05	0.178862547900488	0.381821367681921	0.993166826104269	1.15987306874976e-10	32201.9058308983	0		
M230.9622T1001_2	hilic	M230.9622T1001_2	230.962224894003	1000.94835561499	[258][M+2]-		30	NA															-0.0537888370829336	0.704977344209281	0	-0.0774110627439928	0.528683791695597	0	0.0163754657210637	0.0271910387058234	0.0113099841768289	-0.0185102171248052	0.566608761533267	0.773789174528162	0.000320377111720593	E	E	E	-0.19370671301353	0.347582032415808	0	0.0577479014963416	0.738623250650289	0	0.0116602914558413	-0.00370107513187386	0.0253679573284194	-0.0252021132595979	1.25424839826128	1.07006184495899	0.00213746367564029	E	E	E	230.961881066226	230.963002447375	998.778242667286	1002.41830920879	63	42	21	0	0.0207386797064246	0.0909448920890407	0.584690824930182	0.98890659505734	1.29875792715739e-09	23052.8742357504	0		
M231.0778T146	hilic	M231.0778T146	231.077795132367	145.549277990909	[263][M]-		23	NA															0.755503851422745	0.214703095951932	0	-1.35053194227817	0.0229716887881331	1	0.00912481432963623	-0.00871476242435067	-0.0136177527339985	-0.00381047509986649	0.682223590311031	0.159290642686983	-0.000720666703905919	E	E	E	-0.041897764185947	0.977815302730869	0	-1.78332842430062	0.00056766097155293	1	0.00440140504499929	-0.0043869375274252	0.00267537522849504	0.00194108245742608	0.132276519218542	0.0824168296608955	9.62431798047913e-05	E	E	E	231.077502211042	231.078659133452	143.147157890487	150.992478064223	62	41	21	0	0.000434130776309405	0.1470642445327	0.170634491537335	0.992368169223448	2.01308482683312e-10	157785.680559257	0		
M231.0875T489	hilic	M231.0875T489	231.087472557286	489.004249607185		[2M-H]- 116.049	2	NA															-0.295252564647969	0.867548555246218	0	-3.37339229042888	0.125371978207685	0	0.0208806606937418	0.00950181519745195	0.00379760086812499	-0.0360822540845427	0.190252602571658	1.5083592707175	8.32289100783885e-05	E	E	E	-0.267673560313646	0.952339417074804	0	-2.66281380343139	0.143460651512305	0	0.0205188328103414	0.0149212029735588	0.00534801752970627	0.0214514554805648	0.264417916415869	0.910811874867154	0.000236560082495661	E	E	E	231.087125556414	231.088415566679	486.90621734687	489.954126069956	45	26	19	0	2.1886915440947e-05	0.193373134191449	0.21254880190893	0.961762671790018	6.0368149503571e-07	45865.2268005855	0		
M231.0988T492	hilic	M231.0988T492	231.098771469281	491.663534748533		[2M-H]- 116.049	2	NA															-0.435975073117969	0.122999534641911	0	-0.208100626525798	0.450238169317498	0	0.0101766469066068	0.0344673355161949	0.0225788785624792	-0.017519902061948	1.13115900244199	0.732390682557791	0.000851118627196255	E	E	E	-0.1197520798267	0.7873499997992	0	0.00922670139111403	0.976792590171928	0	0.020041212594184	-0.020555191291836	0.0148523528079539	-0.0338941710297231	0.734333453758939	1.4391197599911	0.000661023236782219	E	E	E	231.098494812283	231.099656549915	486.881120303587	493.905640801268	63	42	21	0	3.0175239726415e-06	0.13006333441907	0.332377850072225	0.877673588109817	0.000175060823185702	330194.056369034	0		
M231.0988T173_1	hilic	M231.0988T173_1	231.098807731957	172.798911194353		[M-H+HCOOH]- 186.104	17	NA															0.363988800669389	0.781597090460331	0	-0.727870213022833	0.398605228263706	0	0.0228093522145424	0.00591860631767648	-0.00189052938505337	-0.0335533792762399	0.09471193741384	1.40264381977449	-0.000283352602607821	E	E	E	-0.14880390588471	0.932611417182443	0	-0.551170466239007	0.652088763289799	0	0.0296100009919034	0.0231532147869135	0.00483498561929613	0.0257550405762547	0.239052474352153	1.09353870257388	0.000263758843059666	E	E	E	231.098402502077	231.099669215886	168.264190147015	176.187844789568	50	36	14	0	0.000400626939441379	0.260324183832193	0.45267239971032	0.937797150745649	6.6029373968607e-06	53040.0869579032	0		
M231.1353T135	hilic	M231.1353T135	231.135287517233	135.218287605004			14	NA															1.00572074510079	0.723252577999714	0	-2.67788932300228	0.15587693179337	0	0.0142737689141356	-0.00165403371252507	-0.00987542937406723	-0.014110330788944	0.494740286083969	0.589859164799571	-0.000339452836622233	E	E	E	1.06182453635812	0.683707986798596	0	-1.13166345050242	0.646523987282923	0	0.0132038192638612	-0.000801315981464506	-0.0176957149223899	-0.00806756818146642	0.874915619344377	0.34254257980944	-0.000883008859346417	E	E	E	231.135019057353	231.136179582393	133.676489657987	144.186136352373	40	23	17	0	8.44876711167681e-06	0.177195496451464	0.190427705118074	0.89290956195033	9.24421767914961e-05	119044.827450463	0		
M231.1353T105	hilic	M231.1353T105	231.135349354061	104.786149558312			1374	NA															-0.301588275811177	0.695801202113087	0	-0.960650067367842	0.202669988059844	0	0.0292593223807816	0.0234991115091155	0.00796063493415376	-0.0441299422518555	0.398812715432463	1.84477963477147	0.000245626565964916	E	E	E	-0.0525400733319756	0.976204575026841	0	-0.366937340740899	0.70581271809393	0	0.0387893677256885	-0.000333226160094323	0.00385263438466157	-0.00952286233584334	0.190482837994792	0.40433322140167	0.00011914684057094	E	E	E	231.135076897078	231.136468268878	100.115643971935	107.355302728612	42	27	15	0	1.80114763972976e-05	0.236782959184959	0.267304034530878	0.905537476118185	5.04565688167533e-05	55549.9509122416	0		
M231.9559T350	hilic	M231.9559T350	231.955941872283	349.53546663388	[261][M+1]-		11	NA															0.212611018771469	0.691297718945204	0	0.0503201265746274	0.903875150904855	0	-0.0116738518623144	-0.0144921141510291	-0.00883509430355378	0.0213924689343719	0.442621471710125	0.894276969645281	-0.000321518593735418	E	E	E	0.293703139925983	0.49980551551275	0	-0.202901381926621	0.590917315909195	0	-0.00736883643248075	-0.00787038635322185	-0.0249960901289519	-0.00919991282738863	1.2358624544007	0.390621040074415	-0.00149491846655991	E	E	E	231.955679037545	231.956741349023	347.965868109308	352.050741518162	56	36	20	0	2.5910838127543e-05	0.109893537545813	0.432699605338673	0.913953732883087	3.21061257062235e-05	38675.5770220527	0		
M231.9923T627	hilic	M231.9923T627	231.992341175719	627.035582573323		[M+Cl]- 197.024	24	NA															0.384716667084927	0.470007137954739	0	0.278895332358108	0.575060226309273	0	0.00240799977399267	-0.0108788254072853	-0.0076391558504667	-0.00279625025968768	0.382707222920816	0.116892641811227	-0.000478944401482403	E	E	E	-0.293113527699646	0.612557800561666	0	0.332069363090181	0.521147549513952	0	-0.00639634255954882	0.0285670511001588	0.0144633946305129	0.0284594979549917	0.715102493822739	1.20836782910366	0.0010868540082784	E	E	E	231.991970139755	231.993206915938	625.789383165843	628.64950219811	63	42	21	0	4.37582200501454e-06	0.182105352148666	0.222746783004793	0.993918603514374	6.48425654607696e-11	231032.551760362	0		
M232.673T78	hilic	M232.673T78	232.673037619353	78.2872371053258			3	NA															-0.280498294150366	0.0255085735756909	1	-0.0444811475198925	0.682691790530972	0	-0.00915755096251566	0.0354102312856941	0.0306525893429043	0.0083068281926978	1.53563660336088	0.347253286486911	0.00122570279213729	E	E	E	-0.0524659215515797	0.816473825944514	0	-0.229073424124493	0.0863273020494865	0	-0.00991212571221035	-0.0325042602588167	0.00844277409097454	-0.0267769300632458	0.417429584234737	1.1369273239379	0.000641790079955687	E	E	E	232.671629064809	232.674161888551	77.6794978771092	87.2003254064148	66	42	21	3	0.0975913246175178	0.0953694034424238	0.488247969232706	0.996737878975909	2.89326516779564e-12	214979.052401609	0		
M232.6731T254	hilic	M232.6731T254	232.673082242823	254.103249558477		[M-H]- 233.683	1	NA															0.133967335046528	0.689202637560142	0	-0.334704560044457	0.15236601624932	0	0.0263685245555994	0.00969764097129341	-0.00501466081629591	-0.0324671887309344	0.251224998214585	1.35723741099143	-0.000377697088863989	E	E	E	0.038656210213837	0.874299806551478	0	-0.335996799157222	0.135200278337086	0	0.0220206755617511	-0.0104146783814191	0.00165464706282352	-0.0120437467350615	0.0818094417838349	0.511367984057076	-0.000278347229765126	E	E	E	232.671620222563	232.674105151081	235.751239413551	263.147773784816	68	42	21	0	2.93351964373809e-06	0.1809210553362	0.591755543800023	0.832808214282921	0.000771449341415998	341505.073518409	0		
M232.9764T772	hilic	M232.9764T772	232.97644856878	771.636064168456			1352	NA															-0.139062530172353	0.817104422515448	0	0.0123602202517503	0.995336907906402	0	0.0130246948913141	0.00473917868896156	0.00480164885959406	-0.0283902380281271	0.240553503092083	1.18680719412003	0.000222628758565996	E	E	E	-0.0323738594045029	0.967291947274708	0	-0.0316532824475591	0.961953371270751	0	0.019112916534124	0.0122142025878945	0.00861882196835457	0.00899469201584461	0.42613378399992	0.381907526332025	0.000116910818482092	E	E	E	232.976112562158	232.977336325591	769.882090236522	774.477908941839	63	42	21	0	1.34991454108694e-05	0.145307945097599	0.281940147577402	0.992039254652207	2.48455313282634e-10	73673.5209711572	0		
M232.9956T552_2	hilic	M232.9956T552_2	232.995567531015	552.170922209177	[262][M+2]-		4	NA															0.220400667398341	0.526768010039432	0	0.0373731474723265	0.893375319131808	0	-0.00165850667601992	-0.00939785432963851	-0.0126175937410521	0.0137822071236049	0.632117521242363	0.576142494787868	-0.000454596004567807	E	E	E	0.232463264338158	0.599093351280538	0	0.155398324774268	0.717340350954859	0	-0.0136665566990482	-0.00266910614272875	-0.0266517726139891	-0.0097934075470513	1.31772308976848	0.415820357613939	-0.00124386064524016	E	E	E	232.995288863678	232.996421186547	551.130451090349	552.940952023764	62	41	21	0	9.05139619687345e-06	0.1266651679357	0.543876439235877	0.961560280622016	6.19615893711484e-07	110398.576648352	0		
M233.0128T148	hilic	M233.0128T148	233.01283354014	148.321690164202		[M+Cl]- 198.046 [M-H]- 234.023	23	NA															0.305821787883112	0.626460418939465	0	-0.0554167264909289	0.96541322300287	0	0.0164137019421933	-0.00900421477246578	-0.00841503974958632	-0.0290576952542585	0.421577535053916	1.21470914538072	-0.000383133883739313	E	E	E	-0.82296690344967	0.564087585663745	0	0.490242340586407	0.695638351537261	0	0.0118228424810791	0.0130606946884804	0.0195990473758484	0.00154527702326472	0.969020621580194	0.0656112432102353	0.00130525408799891	E	E	E	233.012586143413	233.013689655389	140.663105443136	151.577572351885	57	38	19	0	1.23236386882387e-05	0.257769032248898	0.416816683854192	0.785762537741185	0.00244916873359908	81479.2578372966	0		
M233.0305T634	hilic	M233.0305T634	233.030470993056	634.330759561767		[2M-2H+K]- 98.0393 [M+Cl]- 198.066	24	NA															0.700990778706979	0.00322770915662904	1	-0.203399148695043	0.575060226309273	0	0.0124947761089733	-0.0202067368565368	-0.0302436796798058	0.00352917471749978	1.51515100460453	0.147531342987883	-0.00143544260888699	E	E	E	0.349033044352204	0.405643494552601	0	-0.23030888091054	0.521147549513952	0	-0.0193335199361759	-0.026529510419086	-0.025079276273621	-0.0179517399945081	1.2399753629553	0.76221671654585	-0.00177795447306876	E	E	E	233.030044388346	233.031366153831	633.422697937326	635.864894032071	63	42	21	0	0.00406521036354808	0.29208613350103	0.759754069726024	0.889999968487536	0.000105168191676139	16234.1703900661	0		
M233.9717T123	hilic	M233.9717T123	233.971710475109	122.641314566422			1530	NA															-0.0884828446360544	0.940205949464006	0	-0.133575827111127	0.887245498905777	0	0.009360682041705	-0.00864058207523666	-0.00179091872074142	-0.0263362592074386	0.0897216320112092	1.10094398865665	7.3629696653643e-05	E	E	E	-0.862450759857953	0.444334432131312	0	-0.169978915013292	0.900304095160511	0	0.00709532930676483	0.0233414335099344	0.0218561004557697	0.023109784988144	1.08061436062794	0.981223237364874	0.00172404874296968	E	E	E	233.971400886451	233.972602232528	120.487891876283	124.598208546551	55	36	19	0	6.5803837818936e-05	0.185027546592305	0.242815872454351	0.974132209108188	8.73435329513409e-08	15193.106944776	0		
M234.0621T440	hilic	M234.0621T440	234.062121619605	440.296872639235			5	NA															-0.481262095152985	0.169158729036194	0	0.34026989061493	0.390193448740963	0	-0.0138913732161077	0.0013376491516588	0.0170209587694918	0.00109840068956884	0.852717759610043	0.0459168337762858	0.000832844530853159	E	E	E	-0.157293647429928	0.755613756069071	0	0.239336833725076	0.609039330937533	0	-0.00446954158822107	0.0455690866158281	0.0055525795544069	0.0537589929966922	0.274531919230688	2.28256442769813	0.000690186258624298	E	E	E	234.061836976255	234.062941977987	438.113308326208	441.316758876663	62	42	20	0	6.12099628150996e-06	0.141316007275033	0.304529231000476	0.990446861890108	6.16670883564994e-10	163742.637776502	0		
M234.0773T169	hilic	M234.0773T169	234.077329642816	168.704662095812			17	NA															-0.665093419399101	0.0743379425981791	0	0.311926323097786	0.520712943812199	0	-0.0116568641551269	0.023267015862836	0.0230369744514847	0.0113929644714748	1.15410873785052	0.476264136415632	0.0009969984831346	E	E	E	-0.105126788426491	0.830518564418335	0	0.515720604740379	0.232726949095049	0	0.014933877701172	-0.00740996576705381	0.00610221848216174	-0.0183349706848433	0.301707293890683	0.778488389294915	0.000415428258657508	E	E	E	234.076663530309	234.07821529803	163.128758107728	172.930984807157	44	31	13	0	3.16003205918114e-05	0.244135021374858	0.461834895970683	0.806519220989127	0.00152758161825764	31772.3142211728	0		
M235.0462T608	hilic	M235.0462T608	235.046186334971	608.239401743688	[267][M]-		18	NA															0.255465981589992	0.24358390953343	0	-0.150268163523048	0.55762023193328	0	0.0215675894190618	-0.00985200270614058	-0.0155409223696694	-0.0272981434351729	0.778570742389132	1.14115397633814	-0.000767077354195578	E	E	E	0.354784242183257	0.144278677382216	0	0.148582431339854	0.53628087724256	0	0.00740182301689051	-0.00729764460021116	-0.0375908314981126	-0.00681754997737016	1.85857456260374	0.289467793106855	-0.00295045703080471	E	E	E	235.045834989002	235.047107459697	607.626341328105	608.702087102746	63	42	21	0	1.83519753925385e-06	0.0817978179699048	0.315038195790907	0.955837180461634	1.22827856823377e-06	544732.404937363	0		
M235.1701T80	hilic	M235.1701T80	235.170149400294	80.3776041330511			3	NA															-0.328623323645388	0.291186510805954	0	-0.56380524269245	0.104112821162957	0	0.00785496759993379	0.0250746965699374	0.0146234206112683	-0.0107159814186994	0.732605644038484	0.447963973643654	0.000552317530752606	E	E	E	0.046745776528418	0.922632940084977	0	-0.285338778245976	0.515401881091021	0	0.0144316584030488	-0.0325263132574478	0.00322391691193765	-0.0432438092062567	0.159397643672132	1.83609802025942	-0.000214067295526915	E	E	E	235.169680983483	235.171374343303	79.1278714404703	82.2927889999638	57	36	20	1	0.0100760901059089	0.223818935498406	0.50285359752918	0.991107464341456	4.314506060961e-10	119975.333603439	0		
M236.0237T600	hilic	M236.0237T600	236.023707512404	600.362512155182		[M+Cl]- 201.06	1083	NA															-0.420514524801288	0.407735686293133	0	0.797596885553657	0.0739779654323159	0	-0.00718568920233991	0.000208097420031285	0.0131276693478512	-0.00657775350363286	0.657671341949634	0.274972163724922	0.000580582360788472	E	E	E	-0.781991820509749	0.337210796062503	0	0.763348105103054	0.22551378895257	0	0.00810214271007426	0.0482833295615642	0.0233921912740051	0.0507154936326885	1.1565621172176	2.15333984597235	0.00192554887127312	E	E	E	236.023316179796	236.024582245405	599.005159555855	601.68481131266	59	38	21	0	2.52577235294642e-05	0.220097795781292	0.35038410564487	0.982503651183447	1.25395241530417e-08	39666.3200366397	0		
M236.0239T174	hilic	M236.0239T174	236.023921928636	174.051396485071			1073	NA															-0.133625852968011	0.908339269699266	0	0.536358540997893	0.333419138552095	0	-0.0254191271577707	-0.0124923949923351	0.00107447674142414	0.0338778329183609	0.0538292473478361	1.41620707050336	0.000158231801507726	E	E	E	-0.336732278773269	0.910099699900134	0	-0.847427632206003	0.697307638098093	0	-0.0157147643775052	0.0140172267704016	-0.00129825078075023	0.0221557649753498	0.0641884145899771	0.94071630032738	0.000339225398849093	E	E	E	236.02365679045	236.024590177679	172.912751401499	176.482192029654	51	34	17	0	3.4796636065057e-05	0.232414179275494	0.481585625901962	0.992288939782537	2.11949000234106e-10	28853.1400639212	0		
M236.057T178	hilic	M236.057T178	236.056967107875	177.924518499236		[M+Cl+NaCOOH]- 133.098	17	NA															-0.246833074888221	0.512316557214246	0	-0.387291319228806	0.288974907521572	0	-0.0129553580528415	0.00798751941290469	0.00819841044259617	0.0210566889423714	0.410724817541105	0.880240239493426	0.000407478697658082	E	E	E	0.188042252423802	0.630044283050325	0	-0.392030560853295	0.225298353702829	0	-0.00713222051038696	-0.0212780822334749	-0.0110881481392977	-0.0172070333274954	0.548222778182373	0.730597059025529	-0.000971611421891737	E	E	E	236.056680759618	236.057536132723	173.882327069271	195.6234398042	50	36	12	0	0.157043204229726	0.253859605342641	0.559775801543167	0.991654310453687	3.1442079147094e-10	30845.0349710585	0		
M236.0793T328	hilic	M236.0793T328	236.079324330022	327.932799162554			1191	NA															0.42743366877181	0.465055173535771	0	-0.247250151788714	0.710140369360855	0	-0.00285628075093821	-0.0069561213079074	-0.0118357634123126	0.017490520185728	0.592949304260789	0.731162421560468	-0.000532234089998421	E	E	E	0.363112179722783	0.66906310028248	0	-0.655720976862664	0.376905248344989	0	-0.0143504730303088	-0.00863912897407839	-0.0169361911360832	-0.0027541523399198	0.837363069090387	0.116939135373115	-0.000875404423865068	E	E	E	236.078982680041	236.080041545763	324.69393898662	333.485187893068	48	32	16	0	2.07971093720761e-05	0.0853204593209715	0.189153407704991	0.994942582467349	2.58363048490306e-11	48164.9875443451	0		
M237.0078T632	hilic	M237.0078T632	237.007816349605	632.319174953889			24	NA															0.474802981322924	0.0806995822806777	0	0.450542180620586	0.140446878197542	0	0.0124395834743162	-0.0151320245136647	-0.0166871101713383	-0.0128332826454267	0.835992577878405	0.536474268115635	-0.000855257923052341	E	E	E	0.182209079655578	0.732682161016325	0	1.00756242741468	0.00077356789188673	1	0.000169871335837922	0.0237588492564013	-0.00922477016493286	0.0228066664034237	0.456093214518836	0.968353061413115	-0.000731723263187595	E	E	E	237.007488150597	237.008546799842	631.485488498288	633.216970350512	54	35	19	0	0.000116543054105396	0.142858382759686	0.379875632311958	0.929363238440383	1.22907136612079e-05	8597.43888912389	0		
M237.0553T267	hilic	M237.0553T267	237.055271855538	267.292827959756		[M-H-C4H8]- 294.123	1	NA															2.48325028022581	0.139137724419835	0	-2.07096625477084	0.26125548982586	0	0.00655078312030494	-0.0177350262336048	-0.0213106846909489	0.00153498686781382	1.06762489419769	0.0641676007012116	-0.000862027295320564	E	E	E	0.566377924623573	0.869122027117563	0	-2.43662418151382	0.429823871184348	0	0.00717064856814015	0.00795997547432585	-0.00731294705989803	0.0130717655805322	0.361568415529109	0.555016853146183	-0.000343990134211681	E	E	E	237.054919310165	237.056155884967	260.429193784517	272.116918878468	44	27	17	0	2.51889265803583e-05	0.289308601770234	0.284323522469113	0.906777063747912	4.73330201493827e-05	40012.5596069729	0		
M238.0218T172	hilic	M238.0218T172	238.021769304843	172.042634776587			1075	NA															-0.311188885534371	0.662836930272259	0	-9.26874827407527	7.29580929461477e-06	1	0.0217571036055915	0.00859389067813692	0.000682326310330272	-0.0345810095189757	0.0341832543364529	1.44560221145004	6.36949145842695e-05	E	E	C	-1.90236124567892	0.565884948458589	0	-10.1526448083489	1.14002958870089e-06	1	0.0124421207403898	-0.0011350919018586	0.00919764615528517	0.00190403362358514	0.454752142976709	0.0808437654069161	0.00091316835252882	E	E	B	238.021505440704	238.022377057975	168.752339054712	175.953461882302	38	20	18	0	2.65814912681282e-05	0.181708524917637	0.12744166294766	0.996386839733549	4.82025037394473e-12	37699.6703476993	0		
M238.0949T353	hilic	M238.0949T353	238.094942323837	352.988619083233		[M-H]- 239.103	11	NA															-0.0494683960020801	0.973754752716106	0	0.365904472113272	0.476360447380698	0	-0.0183425783765733	-0.00391519243499212	0.00213901568744477	0.0287193959146909	0.10716062998977	1.20056709804856	6.46680447303342e-05	E	E	E	-0.272816163386672	0.660948395570768	0	0.200566889936129	0.7237783674688	0	0.00582614891076203	0.0170624459748526	0.0145396371818624	0.0225676575678266	0.718872095634642	0.958204934827616	0.000983694652883968	E	E	E	238.094604043902	238.095843567663	350.805572371523	359.222660002675	51	31	20	0	1.27012370864395e-05	0.279585772321338	0.844248011155262	0.922241256429039	1.96274985845062e-05	79002.4381909978	0		
M238.8772T1026_2	hilic	M238.8772T1026_2	238.877234158375	1026.33484098167		[M+Cl]- 203.905	27	NA															-0.0328235799390448	0.822006258535852	0	-0.139971066236143	0.279580859227791	0	0.0184454851344587	0.0193453461360833	0.00886084151647535	-0.0278983793228966	0.443911358256237	1.16624585013694	0.000176396612373809	E	E	E	0.121883221624165	0.314585476190827	0	-0.0600787243455798	0.553955740779092	0	0.00123792248042979	-0.0192854816786395	-0.0270590860711513	-0.0090830111991563	1.33786157567895	0.385657489173088	-0.00249817585929856	E	E	E	238.876839493325	238.878122593433	1024.60619821073	1034.16048111988	62	41	21	0	2.42922452186593e-05	0.110300140287643	0.796466267531613	0.986338673710383	3.66269433743289e-09	41079.2437448428	0		
M239.0168T532	hilic	M239.0168T532	239.016841006559	531.914557206104			15	NA															-0.617533973283809	0.471466643403356	0	0.0254442400378707	0.986638096972288	0	0.00718035008585792	0.0153197235905178	0.0141123535635684	-0.0193450615287881	0.707002154022029	0.80868847137929	0.000506867623666992	E	E	E	-0.329876566902563	0.809252800365743	0	0.423580921552883	0.734297015405398	0	0.0262647564589324	0.0121288067421546	0.00765855967034768	-0.00203519105646198	0.37865627394291	0.0864126065258576	0.000557500133773113	E	E	E	239.016476965681	239.017763948105	530.418330140922	533.190371297147	58	37	21	0	7.63718982070441e-06	0.13705375173242	0.257885139250848	0.984891949550398	6.04401520320699e-09	131171.314578756	0		
M239.0235T637	hilic	M239.0235T637	239.02345060197	637.102104385938		[M+Cl]- 204.061	24	NA															0.57256991543936	0.00122449373094142	1	-0.274094849192593	0.215317437036313	0	0.0273871995849739	-0.0133000129196881	-0.0307958533792086	-0.0175913136738656	1.54281385992584	0.735375927510071	-0.00152293599750643	E	E	E	0.452888219309328	0.0665242369502833	0	-0.090036506051403	0.655531171826754	0	0.0108333075119185	-0.0265760138068197	-0.038465987992756	-0.0206156097701166	1.90184425189814	0.875322525469732	-0.00338739993192075	E	E	E	239.023025706971	239.02432947091	636.199315661157	638.321715364358	63	42	21	0	2.37241732754901e-05	0.0797570163792373	0.288363580254108	0.986712972403541	3.18968550093436e-09	42190.8575124401	0		
M239.0346T542	hilic	M239.0346T542	239.034649522928	542.199987170851			963	NA															0.281349693361591	0.17745563098443	0	0.427468718350365	0.0776077755973657	0	0.00147674042370571	-0.0190104949675525	-0.0141549655122488	-0.000644282878544934	0.709136931851143	0.0269331857854779	-0.000664090739225659	E	E	E	0.426099760764343	0.109035666149538	0	0.455074520786793	0.0199927611053522	1	-0.0111310094530864	0.018533756511835	-0.040357165044372	0.025213967200932	1.99534826395199	1.07056515395547	-0.00278648035306554	E	E	E	239.034254856679	239.035495281107	541.175287464616	544.62442318357	61	40	21	0	2.82158868861758e-05	0.0831467750580893	0.303970912135196	0.951916895431918	1.86675442524448e-06	35467.7606773044	0		
M239.0773T260	hilic	M239.0773T260	239.077284467441	259.584277041243		[M+Cl]- 204.105	1	NA															1.65752775623189	0.512696040551208	0	-2.82458545028999	0.189805393768126	0	0.0284630529590429	0.0084986430523722	-0.00571266615160679	-0.0356060476507866	0.286193741972369	1.48845224419282	-0.000493875513800447	E	E	E	1.66270648988854	0.554826789190475	0	-1.89873342887287	0.413467303216549	0	0.0341319603258541	0.000713914134646182	-0.0135163253233155	0.000182588523070094	0.668277274660772	0.00775256463028205	-0.00127083775931765	E	E	B	239.076964728038	239.078278127524	256.674626828029	265.671416661934	44	33	11	0	1.45489840832678e-06	0.231904176977445	0.213944935320978	0.950282541181334	2.2002088911227e-06	691450.493060985	0		
M239.0775T481	hilic	M239.0775T481	239.077485299866	480.951093170225	[273][M+3]-		2	NA															-0.00198866972090173	0.952295180938879	0	-0.371845676326259	0.219335757598601	0	0.0204604262502672	0.0242185297532822	0.00582819238816688	-0.0213286260764341	0.291981387365898	0.891608124001273	4.19947250528591e-06	E	E	E	0.00051783788480364	0.98497382229046	0	-0.265115795327123	0.500642728499343	0	0.026336257424999	-0.017090548739346	0.00316297931845685	-0.0270731666425318	0.156384753117812	1.14950529536871	-2.63493992332497e-06	E	E	E	239.077019972377	239.078443398103	470.366926739813	484.711585406199	63	41	21	0	3.18145981565291e-06	0.297152702210641	0.703942104738264	0.948676003027727	2.57238545578655e-06	314674.206761249	0		
